2.834050038050262010e-08,3.751637899000000068e-11
6.666949850005210454e-04,3.595370622000000231e-11
1.333361636698808181e-03,3.445978977999999863e-11
2.000028281198950458e-03,3.303119747999999844e-11
2.666694932177424496e-03,3.166469277999999907e-11
3.333361579556823502e-03,3.035722249000000193e-11
4.000028227656037341e-03,2.910590531000000133e-11
4.666694875755252048e-03,2.790802116000000001e-11
5.333361523134651921e-03,2.676100117000000040e-11
6.000028171233865761e-03,2.566241839999999869e-11
6.666694819333080467e-03,2.460997915999999850e-11
7.333361466712481208e-03,2.360151490999999976e-11
8.000028114811694180e-03,2.263497462999999850e-11
8.666694762910908886e-03,2.170841781999999901e-11
9.333361410506254077e-03,2.082000780999999989e-11
1.000002805838952347e-02,1.996800560999999861e-11
1.066669470648873817e-02,1.915076410000000144e-11
1.133336135386813805e-02,1.836672262000000119e-11
1.200002800196735275e-02,1.761440188999999954e-11
1.266669465006656746e-02,1.689239922000000072e-11
1.333336129744596560e-02,1.619938411999999889e-11
1.400002794554518204e-02,1.553409406999999938e-11
1.466669459364439501e-02,1.489533062000000022e-11
1.533336124102379489e-02,1.428195573000000006e-11
1.600002788912300786e-02,1.369288830000000006e-11
1.666669453722222430e-02,1.312710094999999941e-11
1.733336118388180760e-02,1.258361101000000019e-11
1.800002783558009647e-02,1.206145276999999940e-11
1.866669448008023702e-02,1.155970126999999979e-11
1.933336113177852589e-02,1.107748152999999968e-11
2.000002777627866643e-02,1.061396542999999989e-11
2.066669442077880697e-02,1.016836887000000013e-11
2.133336107247709584e-02,9.739949004999999580e-12
2.200002771697723986e-02,9.328001754999999879e-12
2.266669436867552526e-02,8.931859412000000354e-12
2.333336101317566580e-02,8.550888426000000401e-12
2.400002766487395467e-02,8.184487325999999227e-12
2.466669430937409521e-02,7.832085265999999984e-12
2.533336096107238061e-02,7.493141062999999908e-12
2.600002760557252462e-02,7.167140052999999624e-12
2.666669425727081350e-02,6.853592208999999855e-12
2.733336090177095057e-02,6.552030666999999737e-12
2.800002755346923944e-02,6.262010342000000347e-12
2.866669419796938345e-02,5.983106632999999756e-12
2.933336084966767232e-02,5.714914200000000335e-12
3.000002749416780939e-02,5.457045824999999667e-12
3.066669413866795341e-02,5.209131335999999647e-12
3.133336079036624228e-02,4.970816694999999887e-12
3.200002743486637935e-02,4.741770403999999598e-12
3.266669408656466822e-02,4.521685980999999800e-12
3.333336073106481223e-02,4.310267912999999960e-12
3.400002738276309416e-02,4.107229861999999996e-12
3.466669402726323818e-02,3.912294288000000120e-12
3.533336067896152705e-02,3.725192086000000246e-12
3.600002732346167106e-02,3.545662254000000020e-12
3.666669397515995299e-02,3.373451564999999943e-12
3.733336061966009700e-02,3.208314271999999825e-12
3.800002727135838587e-02,3.050011825000000090e-12
3.866669391585852295e-02,2.898313164000000159e-12
3.933336056755681875e-02,2.753006136000000039e-12
