1.549909836019047193e-01,4.283267104000000103e+00
1.558359926178923549e-01,4.281341284999999885e+00
1.566810016345211720e-01,4.279376234999999973e+00
1.575260106511500169e-01,4.277377339000000056e+00
1.583710196671376524e-01,4.275349721000000436e+00
1.592160286837664696e-01,4.273298249999999854e+00
1.600610376997541329e-01,4.271227548999999790e+00
1.609060467164470654e-01,4.269142000000000436e+00
1.611306251785939447e-01,4.269142000000000436e+00
1.617718109338630583e-01,4.267105967000000000e+00
1.624129966891321442e-01,4.265109119999999976e+00
1.630541824444012577e-01,4.263151047000000027e+00
1.636953681996703436e-01,4.261231340000000145e+00
1.643365539549394572e-01,4.259349584999999827e+00
1.649777397102085430e-01,4.257505373999999954e+00
1.656189254654776566e-01,4.255698294000000104e+00
1.662601112207467424e-01,4.253927935000000105e+00
1.669012969760158560e-01,4.252193886999999783e+00
1.675424827312849418e-01,4.250495738999999773e+00
1.681836684865540554e-01,4.248833079999999818e+00
1.688248542418231690e-01,4.247205497999999579e+00
1.694660399970922549e-01,4.245612583999999856e+00
1.701072257523613684e-01,4.244053927000000392e+00
1.707484115076304543e-01,4.242529114999999962e+00
1.713895972628995679e-01,4.241037739000000251e+00
1.720307830181686537e-01,4.239579387000000033e+00
1.726719687734377673e-01,4.238153647999999940e+00
1.733131545287068531e-01,4.236760111999999801e+00
1.739543402839759667e-01,4.235398368000000247e+00
1.745955260392450525e-01,4.234068001999999886e+00
1.752367117945141661e-01,4.232768458999999872e+00
1.758778975497832797e-01,4.231499002999999703e+00
1.765190833050523656e-01,4.230258886999999746e+00
1.771602690603214791e-01,4.229047363000000281e+00
1.778014548155905650e-01,4.227863680999999652e+00
1.784426405708596786e-01,4.226707095000000081e+00
1.790838263261287644e-01,4.225576855999999992e+00
1.797250120813978780e-01,4.224472215999999669e+00
1.803661978366669638e-01,4.223392427000000282e+00
1.810073835919360774e-01,4.222336740000000255e+00
1.816485693472051910e-01,4.221304461999999980e+00
1.822897551024742768e-01,4.220295057000000405e+00
1.829309408577433904e-01,4.219308021999999880e+00
1.835721266130124762e-01,4.218342855000000391e+00
1.842133123682815898e-01,4.217399050000000038e+00
1.848544981235506757e-01,4.216476104999999919e+00
1.854956838788197893e-01,4.215573514999999993e+00
1.861368696340888751e-01,4.214690777999999582e+00
1.867780553893579887e-01,4.213827389000000423e+00
1.874192411446270745e-01,4.212982846000000059e+00
1.880604268998961881e-01,4.212156644000000227e+00
1.887016126551652739e-01,4.211348284999999692e+00
1.893427984104343875e-01,4.210557268999999714e+00
1.899839841657035011e-01,4.209783097999999946e+00
1.906251699209725869e-01,4.209025274000000039e+00
1.912663556762417005e-01,4.208283297999999562e+00
1.919075414315107864e-01,4.207556673000000025e+00
1.925487271867799000e-01,4.206844899000000026e+00
1.931899129420490135e-01,4.206147478000000106e+00
1.938310986973180994e-01,4.205463912999999998e+00
1.944722844525871852e-01,4.204793706000000242e+00
1.951134702078562988e-01,4.204136418000000042e+00
1.957546559631254124e-01,4.203491660000000074e+00
1.963958417183944982e-01,4.202859047999999653e+00
1.970370274736635841e-01,4.202238197999999869e+00
1.976782132289326976e-01,4.201628724999999953e+00
1.983193989842018112e-01,4.201030245000000107e+00
1.989605847394708971e-01,4.200442372000000368e+00
1.996017704947400107e-01,4.199864722000000050e+00
2.002429562500090965e-01,4.199296911000000243e+00
2.008841420052782101e-01,4.198738554000000178e+00
2.015253277605473237e-01,4.198189308999999980e+00
2.021665135158164095e-01,4.197648917999999618e+00
2.028076992710854953e-01,4.197117135000000054e+00
2.034488850263546089e-01,4.196593712000000309e+00
2.040900707816237225e-01,4.196078403999999651e+00
2.047312565368928083e-01,4.195570964999999930e+00
2.053724422921619219e-01,4.195071146000000084e+00
2.060136280474310078e-01,4.194578702000000270e+00
2.066548138027001214e-01,4.194093386999999673e+00
2.072959995579692349e-01,4.193614952999999979e+00
2.079371853132383208e-01,4.193143153000000289e+00
2.085783710685074066e-01,4.192677727999999604e+00
2.092195568237765202e-01,4.192218415000000142e+00
2.098607425790456338e-01,4.191764952999999849e+00
2.105019283343147196e-01,4.191317077999999974e+00
2.111431140895838332e-01,4.190874529000000237e+00
2.117842998448529190e-01,4.190437042000000112e+00
2.124254856001220326e-01,4.190004355000000125e+00
2.130666713553911462e-01,4.189576204999999831e+00
2.137078571106602320e-01,4.189152329999999758e+00
2.143490428659293179e-01,4.188732470999999791e+00
2.149902286211984315e-01,4.188316484999999645e+00
2.156314143764675451e-01,4.187904352000000330e+00
2.162726001317366309e-01,4.187496059999999964e+00
2.169137858870057167e-01,4.187091597000000220e+00
2.175549716422748303e-01,4.186690951000000105e+00
2.181961573975439439e-01,4.186294110000000401e+00
2.188373431528130297e-01,4.185901062000000117e+00
2.194785289080821156e-01,4.185511795000000035e+00
2.201197146633512292e-01,4.185126297000000051e+00
2.207609004186203427e-01,4.184744554999999977e+00
2.214020861738894286e-01,4.184366577999999670e+00
2.220432719291585422e-01,4.183992425999999654e+00
2.226844576844276280e-01,4.183622166000000142e+00
2.233256434396967416e-01,4.183255865999999656e+00
2.239668291949658552e-01,4.182893593000000187e+00
2.246080149502349410e-01,4.182535415000000256e+00
2.252492007055040546e-01,4.182181399000000077e+00
2.258903864607731404e-01,4.181831612999999948e+00
2.265315722160422540e-01,4.181486125000000165e+00
2.271727579713113399e-01,4.181145000999999972e+00
2.278139437265804534e-01,4.180808304000000142e+00
2.284551294818495393e-01,4.180476044999999807e+00
2.290963152371186529e-01,4.180148209999999587e+00
2.297375009923877665e-01,4.179824787000000264e+00
2.303786867476568523e-01,4.179505760999999708e+00
2.310198725029259381e-01,4.179191119000000398e+00
2.316610582581950517e-01,4.178880848000000370e+00
2.323022440134641653e-01,4.178574934000000241e+00
2.329434297687332511e-01,4.178273362999999740e+00
2.335846155240023647e-01,4.177976122999999653e+00
2.342258012792714506e-01,4.177683199999999708e+00
2.348669870345405641e-01,4.177394554000000149e+00
2.355081727898096777e-01,4.177110095999999828e+00
2.361493585450787636e-01,4.176829731999999851e+00
2.367905443003478494e-01,4.176553367000000350e+00
2.374317300556169630e-01,4.176280907999999847e+00
2.380729158108860766e-01,4.176012259000000171e+00
2.387141015661551624e-01,4.175747326999999842e+00
2.393552873214242482e-01,4.175486017999999966e+00
2.399964730766933618e-01,4.175228235999999704e+00
2.406376588319624754e-01,4.174973887000000161e+00
2.412788445872315890e-01,4.174722874000000417e+00
2.419200303425006748e-01,4.174475081999999837e+00
2.425612160977697607e-01,4.174230389999999957e+00
2.432024018530388743e-01,4.173988675999999565e+00
2.438435876083079878e-01,4.173749821000000360e+00
2.444847733635770737e-01,4.173513702000000158e+00
2.451259591188461595e-01,4.173280199999999773e+00
2.457671448741152731e-01,4.173049192999999768e+00
2.464083306293843867e-01,4.172820559999999901e+00
2.470495163846535003e-01,4.172594181000000013e+00
2.476907021399225861e-01,4.172369932999999698e+00
2.483318878951916719e-01,4.172147672000000362e+00
2.489730736504607855e-01,4.171927239000000398e+00
